"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","Median Household Income (In 2017 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"42101003100","Census Tract 31, Philadelphia County, Pennsylvania","Census Tract 31, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008538",,,,,"42","101",,,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003100",,,"395908","0",4319,4319,28254.44,0.152860939896247,4319,1929,2390,4319,201,228,243,104,361,869,585,633,494,216,270,115,4319,669,3103,0,241,0,229,77,1924,865,319,546,93,453,1059,398,661,30638,2374,1924,987,937,4319,942,1313,2255,2064
"42101003200","Census Tract 32, Philadelphia County, Pennsylvania","Census Tract 32, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008539",,,,,"42","101",,,,"003200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003200",,,"491790","0",4064,4064,21402.86,0.189881188638712,4064,1525,2539,4064,244,210,368,208,565,625,377,492,467,321,125,62,4064,358,3540,0,52,19,20,75,1453,781,176,605,131,474,672,187,485,25916,2252,1453,775,678,4064,1473,1196,2669,1395
"42101003300","Census Tract 33, Philadelphia County, Pennsylvania","Census Tract 33, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008540",,,,,"42","101",,,,"003300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003300",,,"1062354","72863",6174,6174,15052.03,0.410177190010147,6174,2489,3685,6174,322,286,258,348,753,997,803,908,857,407,94,141,6174,1531,4122,0,298,0,156,67,2375,1320,343,977,283,694,1055,423,632,31124,2785,2375,1145,1230,6174,2168,1599,3767,2407
"42101003600","Census Tract 36, Philadelphia County, Pennsylvania","Census Tract 36, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008541",,,,,"42","101",,,,"003600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003600",,,"964539","0",6820,6820,18313.12,0.372410605763424,6820,3089,3731,6820,444,477,650,104,783,1082,668,804,776,516,384,132,6820,1224,4077,0,1214,0,141,164,2691,1470,502,968,91,877,1221,600,621,18720,2878,2691,985,1706,6796,3066,1260,4326,2470
"42101003701","Census Tract 37.01, Philadelphia County, Pennsylvania","Census Tract 37.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008542",,,,,"42","101",,,,"003701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003701",,,"355619","0",6043,6043,44011.42,0.137305269368043,6043,2656,3387,6043,381,216,750,158,354,1375,743,651,880,374,135,26,6043,1007,4132,7,669,0,176,52,2065,1116,453,663,54,609,949,393,556,32574,2708,2065,1238,827,6043,1877,1645,3522,2521
"42101003702","Census Tract 37.02, Philadelphia County, Pennsylvania","Census Tract 37.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008543",,,,,"42","101",,,,"003702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003702",,,"247413","0",4226,4226,44238.94,0.0955266974209919,4226,2145,2081,4226,254,392,432,144,586,596,516,510,457,197,90,52,4226,1162,1859,13,1028,0,23,141,1404,777,386,391,0,391,627,277,350,35432,1542,1404,822,582,4134,873,1803,2676,1458
"42101003800","Census Tract 38, Philadelphia County, Pennsylvania","Census Tract 38, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008544",,,,,"42","101",,,,"003800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003800",,,"1089154","0",3829,3829,9105.291,0.420524728299899,3829,1698,2131,3829,173,294,250,79,162,575,445,458,545,383,304,161,3829,3633,42,0,84,0,20,50,1526,879,591,288,88,200,647,197,450,52647,1669,1526,1353,173,3829,309,693,1002,2827
"42101003901","Census Tract 39.01, Philadelphia County, Pennsylvania","Census Tract 39.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008545",,,,,"42","101",,,,"003901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003901",,,"420397","0",6610,6610,40722.98,0.162316196059596,6610,3610,3000,6610,381,162,299,45,323,1924,848,696,1077,442,297,116,6610,4597,658,33,1165,0,17,140,2740,1451,1005,446,158,288,1289,751,538,38301,2869,2740,1575,1165,6597,1423,1264,2687,3910
"42101003902","Census Tract 39.02, Philadelphia County, Pennsylvania","Census Tract 39.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008546",,,,,"42","101",,,,"003902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003902",,,"452596","0",5650,5650,32332.22,0.174748299992124,5650,2727,2923,5650,363,233,298,44,190,783,1059,811,677,568,450,174,5650,5419,88,18,32,0,12,81,2281,1373,1024,349,60,289,908,536,372,57027,2528,2281,1842,439,5612,644,420,1064,4548
"42101004001","Census Tract 40.01, Philadelphia County, Pennsylvania","Census Tract 40.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008547",,,,,"42","101",,,,"004001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101004001",,,"314952","0",4035,4035,33181.57,0.121603652217694,4035,2065,1970,4035,181,124,124,60,182,1163,636,341,461,308,219,236,4035,2959,143,0,514,0,404,15,1883,863,408,455,220,235,1020,450,570,48880,2072,1883,1223,660,4035,845,728,1573,2462
"42101004002","Census Tract 40.02, Philadelphia County, Pennsylvania","Census Tract 40.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008548",,,,,"42","101",,,,"004002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101004002",,,"344837","0",5035,5035,37816.68,0.133142315717293,5035,2476,2559,5035,313,175,313,265,133,820,810,547,739,345,416,159,5035,4664,16,0,88,0,0,267,2085,1083,743,340,40,300,1002,444,558,57039,2314,2085,1738,347,5035,362,873,1235,3800
"42101004101","Census Tract 41.01, Philadelphia County, Pennsylvania","Census Tract 41.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008549",,,,,"42","101",,,,"004101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101004101",,,"374000","0",6168,6168,42714.03,0.144402213446549,6168,3192,2976,6168,648,381,309,117,384,1521,771,653,745,334,173,132,6168,2139,811,0,2703,0,109,406,2065,1183,607,576,211,365,882,369,513,29804,2438,2065,1167,898,6146,2485,1530,4015,2131
"42101004102","Census Tract 41.02, Philadelphia County, Pennsylvania","Census Tract 41.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008550",,,,,"42","101",,,,"004102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101004102",,,"391854","0",9509,9509,62850.44,0.151295681678834,9509,4968,4541,9509,1243,750,537,205,1201,1719,1412,685,800,610,307,40,9509,3366,1304,0,3482,14,699,644,2630,1833,920,913,288,625,797,293,504,37813,3018,2630,1361,1269,9509,3209,2606,5815,3694
"42101004201","Census Tract 42.01, Philadelphia County, Pennsylvania","Census Tract 42.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008551",,,,,"42","101",,,,"004201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101004201",,,"361679","0",5388,5388,38583.54,0.139645048548487,5388,2414,2974,5388,204,399,242,146,412,1041,652,753,782,315,355,87,5388,4573,43,0,743,0,0,29,2024,1104,760,344,152,192,920,334,586,49024,2207,2024,1478,546,5388,876,1294,2170,3218
"42101004202","Census Tract 42.02, Philadelphia County, Pennsylvania","Census Tract 42.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008552",,,,,"42","101",,,,"004202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101004202",,,"453343","0",5447,5447,31119.19,0.175036718316842,5447,2480,2967,5447,444,195,318,213,431,965,761,587,587,512,283,151,5447,3736,170,58,1236,0,30,217,1701,1113,793,320,85,235,588,246,342,45321,1885,1701,1321,380,5250,791,1224,2015,3235
"42101005000","Census Tract 50, Philadelphia County, Pennsylvania","Census Tract 50, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008553",,,,,"42","101",,,,"005000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101005000",,,"4504459","3340294",0,0,0,1.73918141705676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"42101005400","Census Tract 54, Philadelphia County, Pennsylvania","Census Tract 54, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008554",,,,,"42","101",,,,"005400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101005400",,,"1846253","530013",1555,1555,2181.408,0.712842298883238,1555,780,775,1555,58,106,71,78,115,246,210,196,227,157,48,43,1555,205,1133,0,128,0,36,53,653,297,218,79,8,71,356,178,178,51098,706,653,206,447,1555,207,311,518,1037
"42101005500","Census Tract 55, Philadelphia County, Pennsylvania","Census Tract 55, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008555",,,,,"42","101",,,,"005500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101005500",,,"1168442","12010",6864,6864,15214.86,0.451137997550568,6864,3318,3546,6864,576,496,183,328,667,1028,893,837,956,515,227,158,6864,871,5412,25,109,0,123,324,2503,1485,824,661,173,488,1018,458,560,52330,2659,2503,1672,831,6790,1152,1174,2326,4464
"42101005600","Census Tract 56, Philadelphia County, Pennsylvania","Census Tract 56, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008556",,,,,"42","101",,,,"005600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101005600",,,"840411","0",970,970,2989.357,0.32448451498617,970,442,528,970,130,120,1,27,42,201,96,96,131,79,47,0,970,93,835,0,9,0,14,19,529,243,29,214,4,210,286,147,139,21354,627,529,119,410,970,473,150,623,347
"42101006000","Census Tract 60, Philadelphia County, Pennsylvania","Census Tract 60, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008557",,,,,"42","101",,,,"006000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101006000",,,"1089657","0",6308,6308,14993.38,0.42071893769392,6308,3005,3303,6308,199,567,414,437,845,791,700,843,715,431,262,104,6308,1051,4740,0,344,0,12,161,2478,1345,628,717,118,599,1133,448,685,38169,2801,2478,1758,720,6308,2204,1518,3722,2586
"42101006100","Census Tract 61, Philadelphia County, Pennsylvania","Census Tract 61, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008558",,,,,"42","101",,,,"006100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101006100",,,"534201","0",2979,2979,14443.2,0.206256167982245,2979,1452,1527,2979,142,203,211,90,295,305,318,580,369,218,183,65,2979,314,2535,0,122,0,8,0,1117,645,304,341,92,249,472,132,340,30345,1273,1117,806,311,2979,745,816,1561,1418
"42101006200","Census Tract 62, Philadelphia County, Pennsylvania","Census Tract 62, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008559",,,,,"42","101",,,,"006200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101006200",,,"509636","0",4798,4798,24383.6,0.196771568053597,4798,2103,2695,4798,601,469,366,236,563,700,623,559,395,225,27,34,4798,219,4424,0,111,0,28,16,1536,904,369,535,82,453,632,322,310,28500,1659,1536,790,746,4781,1825,1306,3131,1650
"42101006300","Census Tract 63, Philadelphia County, Pennsylvania","Census Tract 63, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008560",,,,,"42","101",,,,"006300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101006300",,,"555602","0",4630,4630,21583.16,0.214519140629223,4630,2382,2248,4630,456,294,316,203,530,688,472,841,549,163,118,0,4630,316,3343,5,732,0,107,127,1386,848,302,546,102,444,538,257,281,25287,1733,1386,487,899,4617,2047,1071,3118,1499
"42101006400","Census Tract 64, Philadelphia County, Pennsylvania","Census Tract 64, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008561",,,,,"42","101",,,,"006400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101006400",,,"645368","16097",3908,3908,15683.57,0.249177988469445,3908,1886,2022,3908,328,364,340,176,426,616,368,575,384,205,107,19,3908,247,3003,0,512,0,89,57,1394,817,251,566,148,418,577,272,305,29272,1655,1394,840,554,3893,1186,1299,2485,1408
"42101006500","Census Tract 65, Philadelphia County, Pennsylvania","Census Tract 65, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008562",,,,,"42","101",,,,"006500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101006500",,,"1111283","29425",4535,4535,10569.4,0.42906878333027,4535,2175,2360,4535,465,316,152,231,453,786,392,400,739,336,150,115,4535,74,4365,0,50,0,0,46,1754,808,219,589,53,536,946,349,597,26870,2168,1754,925,829,4505,1342,984,2326,2179
"42101006600","Census Tract 66, Philadelphia County, Pennsylvania","Census Tract 66, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008563",,,,,"42","101",,,,"006600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101006600",,,"651244","0",3427,3427,13629.13,0.25144672484969,3427,1651,1776,3427,260,332,262,138,319,651,345,347,232,353,127,61,3427,365,2728,0,258,0,0,76,1314,616,250,366,145,221,698,301,397,17254,1659,1314,476,838,3408,1413,658,2071,1337
"42101006700","Census Tract 67, Philadelphia County, Pennsylvania","Census Tract 67, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008564",,,,,"42","101",,,,"006700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101006700",,,"1001467","0",6735,6735,17418.02,0.386668586881484,6735,2616,4119,6735,580,554,448,243,754,1326,842,872,637,313,124,42,6735,458,5640,27,525,0,0,85,2577,1229,512,717,90,627,1348,547,801,33344,3053,2577,1332,1245,6719,2153,1517,3670,3049
"42101006900","Census Tract 69, Philadelphia County, Pennsylvania","Census Tract 69, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008565",,,,,"42","101",,,,"006900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101006900",,,"704352","102803",2557,2557,9402.4,0.2719518391591,2557,985,1572,2557,150,453,326,135,125,323,269,261,362,64,89,0,2557,75,2255,8,23,0,67,129,988,624,117,507,97,410,364,66,298,13979,1150,988,363,625,2557,1606,496,2102,455
"42101007000","Census Tract 70, Philadelphia County, Pennsylvania","Census Tract 70, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008566",,,,,"42","101",,,,"007000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101007000",,,"469047","0",3178,3178,17548.31,0.181100066872897,3178,1317,1861,3178,211,262,220,12,349,401,385,464,368,334,142,30,3178,90,3031,0,57,0,0,0,1446,718,194,524,88,436,728,199,529,28264,1819,1446,865,581,3171,770,1053,1823,1348
"42101007101","Census Tract 71.01, Philadelphia County, Pennsylvania","Census Tract 71.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008567",,,,,"42","101",,,,"007101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101007101",,,"253256","0",2638,2638,26978.19,0.097782692429463,2638,1164,1474,2638,348,72,118,69,431,345,144,340,351,228,102,90,2638,77,2540,0,21,0,0,0,834,476,166,310,52,258,358,135,223,24889,1123,834,369,465,2538,945,876,1821,717
"42101007102","Census Tract 71.02, Philadelphia County, Pennsylvania","Census Tract 71.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008568",,,,,"42","101",,,,"007102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101007102",,,"415761","0",4944,4944,30798.71,0.160526226376338,4944,2218,2726,4944,372,348,284,93,469,987,657,563,505,420,174,72,4944,174,4518,38,0,0,174,40,1827,871,208,663,137,526,956,372,584,31332,2170,1827,1047,780,4944,1715,1050,2765,2179
"42101007200","Census Tract 72, Philadelphia County, Pennsylvania","Census Tract 72, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008569",,,,,"42","101",,,,"007200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101007200",,,"502614","0",4858,4858,25033.45,0.194060358580812,4858,2462,2396,4858,407,312,244,313,402,493,522,458,847,511,177,172,4858,150,4422,0,150,0,1,135,1801,1030,320,710,197,513,771,298,473,27487,2112,1801,978,823,4801,1664,1062,2726,2075
"42101007300","Census Tract 73, Philadelphia County, Pennsylvania","Census Tract 73, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008570",,,,,"42","101",,,,"007300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101007300",,,"387201","0",2486,2486,16628.86,0.149499148258602,2486,1035,1451,2486,189,65,89,56,372,426,305,326,334,192,36,96,2486,166,2227,13,0,0,8,72,1108,475,148,327,0,327,633,341,292,28966,1380,1108,562,546,2486,723,639,1362,1124
"42101007400","Census Tract 74, Philadelphia County, Pennsylvania","Census Tract 74, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008571",,,,,"42","101",,,,"007400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101007400",,,"675930","0",4786,4786,18338.71,0.260978043141513,4786,2281,2505,4786,449,346,379,116,619,808,434,353,654,419,110,99,4786,550,3899,0,87,0,16,234,1748,738,280,458,25,433,1010,458,552,22273,2142,1748,781,967,4786,1611,1328,2939,1847
"42101007700","Census Tract 77, Philadelphia County, Pennsylvania","Census Tract 77, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008572",,,,,"42","101",,,,"007700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101007700",,,"322260","0",2020,2020,16234.64,0.124425286912526,2020,1137,883,2020,36,10,37,11,1036,466,165,69,152,21,11,6,2020,948,507,0,430,0,43,92,651,142,47,95,56,39,509,320,189,28831,819,651,97,554,1458,663,241,904,554
"42101007800","Census Tract 78, Philadelphia County, Pennsylvania","Census Tract 78, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008573",,,,,"42","101",,,,"007800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101007800",,,"427404","0",4588,4588,27802.42,0.165021613999756,4588,2380,2208,4588,219,61,252,59,284,1617,728,432,536,263,90,47,4588,2827,1047,38,317,0,44,315,2026,714,546,168,8,160,1312,709,603,38289,2292,2026,550,1476,4455,1073,775,1848,2607
"42101007900","Census Tract 79, Philadelphia County, Pennsylvania","Census Tract 79, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008574",,,,,"42","101",,,,"007900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101007900",,,"377950","0",4621,4621,31666.45,0.145927317037762,4621,2123,2498,4621,342,203,98,222,223,1580,571,456,541,187,168,30,4621,2375,1305,0,407,46,61,427,2066,867,567,300,97,203,1199,514,685,53700,2274,2066,774,1292,4621,580,693,1273,3348
"42101008000","Census Tract 80, Philadelphia County, Pennsylvania","Census Tract 80, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008575",,,,,"42","101",,,,"008000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008000",,,"430471","0",4155,4155,24999.13,0.166205789370453,4155,2028,2127,4155,312,128,129,133,489,1018,469,370,501,306,207,93,4155,917,2687,112,119,0,37,283,1429,734,270,464,80,384,695,343,352,40947,1906,1429,879,550,4150,1101,731,1832,2318
"42101008101","Census Tract 81.01, Philadelphia County, Pennsylvania","Census Tract 81.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008576",,,,,"42","101",,,,"008101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008101",,,"243700","0",2884,2884,30650.49,0.0940931000452512,2884,1207,1677,2884,229,201,185,9,545,413,205,343,335,205,193,21,2884,10,2732,0,0,0,10,132,986,564,145,419,40,379,422,238,184,20100,1238,986,447,539,2884,1255,565,1820,1064
"42101008102","Census Tract 81.02, Philadelphia County, Pennsylvania","Census Tract 81.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008577",,,,,"42","101",,,,"008102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008102",,,"362526","0",5763,5763,41172.5,0.139972077090705,5763,2717,3046,5763,354,236,590,238,773,817,610,730,820,297,169,129,5763,77,5646,0,0,0,7,33,1832,1106,351,755,105,650,726,319,407,30786,2185,1832,1211,621,5754,1997,2014,4011,1743
"42101008200","Census Tract 82, Philadelphia County, Pennsylvania","Census Tract 82, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008578",,,,,"42","101",,,,"008200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008200",,,"832334","11136",6600,6600,20537.33,0.321365967718769,6600,2536,4064,6600,390,300,409,144,437,880,1063,1025,645,788,281,238,6600,45,6388,0,76,0,18,73,2551,1522,422,1100,126,974,1029,439,590,40085,3160,2551,1611,940,6600,1454,1986,3440,3160
"42101008301","Census Tract 83.01, Philadelphia County, Pennsylvania","Census Tract 83.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008579",,,,,"42","101",,,,"008301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008301",,,"510557","6713",5119,5119,25968.01,0.197127168156764,5119,2285,2834,5119,296,437,247,144,382,611,355,792,809,468,337,241,5119,93,4746,10,63,0,117,90,1647,985,297,688,119,569,662,245,417,33026,2025,1647,881,766,4611,1016,1314,2330,2281
"42101008302","Census Tract 83.02, Philadelphia County, Pennsylvania","Census Tract 83.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008580",,,,,"42","101",,,,"008302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008302",,,"425234","0",4657,4657,28364.56,0.164183772280026,4657,2223,2434,4657,388,255,244,215,517,732,528,684,479,285,182,148,4657,106,4307,25,104,0,11,104,1815,998,247,751,146,605,817,346,471,29332,2294,1815,851,964,4657,1555,1047,2602,2055
"42101008400","Census Tract 84, Philadelphia County, Pennsylvania","Census Tract 84, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008581",,,,,"42","101",,,,"008400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008400",,,"501765","0",4727,4727,24399.62,0.193732557834245,4727,2025,2702,4727,458,386,344,249,489,462,441,667,707,307,129,88,4727,154,4343,27,11,0,0,192,1638,962,276,686,119,567,676,166,510,38645,2113,1638,831,807,4575,1274,1206,2480,2095
"42101008500","Census Tract 85, Philadelphia County, Pennsylvania","Census Tract 85, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008582",,,,,"42","101",,,,"008500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008500",,,"621445","0",7051,7051,29386.36,0.23994126613714,7051,3104,3947,7051,714,320,378,201,712,1139,1090,722,854,700,120,101,7051,464,6328,24,164,0,42,29,2667,1606,318,1288,147,1141,1061,529,532,30620,3245,2667,1233,1434,7051,2548,1773,4321,2730
"42101008601","Census Tract 86.01, Philadelphia County, Pennsylvania","Census Tract 86.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008583",,,,,"42","101",,,,"008601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008601",,,"252482","0",3033,3033,31112.85,0.0974838493460201,3033,1332,1701,3033,129,84,86,74,246,1199,497,210,158,193,120,37,3033,1623,855,26,372,0,19,138,1380,437,226,211,99,112,943,351,592,43542,1554,1380,365,1015,3033,600,611,1211,1822
"42101008602","Census Tract 86.02, Philadelphia County, Pennsylvania","Census Tract 86.02, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008584",,,,,"42","101",,,,"008602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008602",,,"369142","0",2439,2439,17112.6,0.142526529080444,2439,1144,1295,2439,180,108,87,59,228,656,199,187,356,271,74,34,2439,496,1740,10,90,0,33,70,1067,465,241,224,22,202,602,354,248,45594,1341,1067,280,787,2439,449,331,780,1659
"42101008701","Census Tract 87.01, Philadelphia County, Pennsylvania","Census Tract 87.01, Philadelphia County, Pennsylvania","pa","140","00","ACSSF","0008585",,,,,"42","101",,,,"008701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008701",,,"259523","0",4356,4356,43472.02,0.10020239476013,4356,2234,2122,4356,397,92,133,38,781,1682,539,181,402,74,17,20,4356,2194,868,0,775,0,152,367,1829,692,478,214,62,152,1137,595,542,44225,1962,1829,272,1557,4356,1094,943,2037,2319
